name,formula,category,subcategory,density,melting_point,boiling_point,thermal_conductivity,specific_heat,thermal_expansion,electrical_resistivity,yield_strength,tensile_strength,youngs_modulus,hardness_vickers,poissons_ratio,source,mp_material_id,notes,glass_transition_temp,heat_deflection_temp,processing_temp_min_c,processing_temp_max_c,crystallinity,fracture_toughness,weibull_modulus,interlaminar_shear_strength,fiber_volume_fraction
EuF2,EuF2,Ceramic,Mixed,7.062,,,,,,,,,54.374309600024866,,,JARVIS dft_3d (scraped),,JVASP-88019,,,,,,,,,
V2S2O11,V2S2O11,Ceramic,Oxide,2.785,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98745,,,,,,,,,
Ba4CdCo,Ba4CdCo,Metal,Non-Ferrous,5.025,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64759,,,,,,,,,
Ba4BeGe,Ba4BeGe,Metal,Non-Ferrous,4.374,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64118,,,,,,,,,
Ti3Hg,Ti3Hg,Metal,Non-Ferrous,8.179,,,,,,,,,127.8471339571474,,,JARVIS dft_3d (scraped),,JVASP-14939,,,,,,,,,
KBaTa,KBaTa,Metal,Non-Ferrous,4.213,,,,,,,,,-8.444119704624951,,,JARVIS dft_3d (scraped),,JVASP-64155,,,,,,,,,
Bi2Pd3S2,Bi2Pd3S2,Ceramic,Mixed,8.936,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98053,,,,,,,,,
Ba4BeFe,Ba4BeFe,Metal,Ferrous,4.398,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64030,,,,,,,,,
Yb2Si2O7,Yb2Si2O7,Ceramic,Oxide,5.726,,,,,,,,,86.39743297204791,,,JARVIS dft_3d (scraped),,JVASP-86450,,,,,,,,,
Bi2MoO6,Bi2MoO6,Ceramic,Oxide,8.293,,,,,,,,,170.20786521361237,,,JARVIS dft_3d (scraped),,JVASP-86038,,,,,,,,,
TaBe2Os,TaBe2Os,Metal,Non-Ferrous,12.435,,,,,,,,,124.11326579279127,,,JARVIS dft_3d (scraped),,JVASP-64883,,,,,,,,,
MnSn3,MnSn3,Metal,Non-Ferrous,6.992,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38226,,,,,,,,,
Ba4PtCl,Ba4PtCl,Ceramic,Mixed,5.736,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63941,,,,,,,,,
Ba3ErMn2O9,Ba3ErMn2O9,Ceramic,Oxide,6.63,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97638,,,,,,,,,
CoI2N6,CoI2N6,Ceramic,Nitride,5.853,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90346,,,,,,,,,
Ce2InPt2,Ce2InPt2,Metal,Non-Ferrous,11.153,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98009,,,,,,,,,
Ca2As3Pb3ClO12,Ca2As3Pb3ClO12,Ceramic,Oxide,5.864,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97868,,,,,,,,,
KBaSn,KBaSn,Metal,Non-Ferrous,3.621,,,,,,,,,-4.97659232007358,,,JARVIS dft_3d (scraped),,JVASP-63988,,,,,,,,,
Cs2TeI6,Cs2TeI6,Metal,Non-Ferrous,4.768,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-22561,,,,,,,,,
Y3TlC,Y3TlC,Ceramic,Carbide,6.808,,,,,,,,,154.57996382312092,,,JARVIS dft_3d (scraped),,JVASP-16219,,,,,,,,,
Be2PtPb,Be2PtPb,Metal,Non-Ferrous,11.455,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64962,,,,,,,,,
BeTeP4,BeTeP4,Ceramic,Mixed,3.069,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65082,,,,,,,,,
Ba4YCd,Ba4YCd,Metal,Non-Ferrous,4.511,,,,,,,,,5.775496688741723,,,JARVIS dft_3d (scraped),,JVASP-64560,,,,,,,,,
BaGa2Ge2O8,BaGa2Ge2O8,Ceramic,Oxide,4.518,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97396,,,,,,,,,
Ba4TeCl,Ba4TeCl,Ceramic,Mixed,4.722,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64826,,,,,,,,,
PrAlPt,PrAlPt,Metal,Non-Ferrous,9.35,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86280,,,,,,,,,
BC2N,BC2N,Ceramic,Non-Oxide,2.294,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90862,,,,,,,,,
K3InP2,K3InP2,Ceramic,Mixed,2.597,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87920,,,,,,,,,
AuCClO,AuCClO,Ceramic,Oxide,5.107,,,,,,,,,17.776002369668245,,,JARVIS dft_3d (scraped),,JVASP-86596,,,,,,,,,
CaSi2,CaSi2,Ceramic,Mixed,2.413,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86381,,,,,,,,,
Ba4ZrSi,Ba4ZrSi,Ceramic,Mixed,4.639,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64074,,,,,,,,,
Li8BiS6,Li8BiS6,Ceramic,Mixed,2.901,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50409,,,,,,,,,
Ba4ScTl,Ba4ScTl,Metal,Non-Ferrous,4.994,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64762,,,,,,,,,
Mn4BeRe,Mn4BeRe,Metal,Non-Ferrous,10.038,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64921,,,,,,,,,
YSc4Be,YSc4Be,Metal,Non-Ferrous,3.205,,,,,,,,,13.969209210618972,,,JARVIS dft_3d (scraped),,JVASP-65036,,,,,,,,,
KMnH24C14N8,KMnH24C14N8,Ceramic,Nitride,1.458,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97934,,,,,,,,,
Ba4MgTi,Ba4MgTi,Metal,Non-Ferrous,3.97,,,,,,,,,-29.810839404497948,,,JARVIS dft_3d (scraped),,JVASP-64212,,,,,,,,,
Ba4SiCl,Ba4SiCl,Ceramic,Mixed,4.308,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64031,,,,,,,,,
Y,Y,Metal,Non-Ferrous,4.664,,,,,,,,,61.749796913078804,,,JARVIS dft_3d (scraped),,JVASP-14836,,,,,,,,,
Li3Cr2Ni2O8,Li3Cr2Ni2O8,Ceramic,Oxide,4.527,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42234,,,,,,,,,
Ba4CuMo,Ba4CuMo,Metal,Non-Ferrous,4.942,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63942,,,,,,,,,
LaCuSb2,LaCuSb2,Metal,Non-Ferrous,7.332,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91660,,,,,,,,,
Ta2CrNO5,Ta2CrNO5,Ceramic,Oxide,8.283,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42591,,,,,,,,,
LiNbF6,LiNbF6,Ceramic,Mixed,3.394,,,,,,,,,48.85170276414982,,,JARVIS dft_3d (scraped),,JVASP-91799,,,,,,,,,
Pr2TeO2,Pr2TeO2,Ceramic,Oxide,6.71,,,,,,,,,102.74892797132296,,,JARVIS dft_3d (scraped),,JVASP-3324,,,,,,,,,
Ba4SiPb,Ba4SiPb,Ceramic,Mixed,5.406,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63989,,,,,,,,,
BaMg6Ga,BaMg6Ga,Metal,Non-Ferrous,2.67,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-92205,,,,,,,,,
BaCaGaF7,BaCaGaF7,Ceramic,Mixed,4.441,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88375,,,,,,,,,
Ni2PO5,Ni2PO5,Ceramic,Oxide,4.529,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-43306,,,,,,,,,
Sm2Fe2Se2O3,Sm2Fe2Se2O3,Ceramic,Oxide,6.963,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90242,,,,,,,,,
LiCoSiO4,LiCoSiO4,Ceramic,Oxide,3.075,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48105,,,,,,,,,
BaTiO3,BaTiO3,Ceramic,Oxide,3.654,,,,,,,,,32.32160183600436,,,JARVIS dft_3d (scraped),,JVASP-85718,,,,,,,,,
Dy6Fe16O,Dy6Fe16O,Ceramic,Oxide,9.561,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98511,,,,,,,,,
Ba2NaHf,Ba2NaHf,Metal,Non-Ferrous,5.105,,,,,,,,,27.63827392120075,,,JARVIS dft_3d (scraped),,JVASP-64346,,,,,,,,,
GaPd2,GaPd2,Metal,Non-Ferrous,10.42,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85865,,,,,,,,,
Sr2CoSe2Cl2O6,Sr2CoSe2Cl2O6,Ceramic,Oxide,4.367,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98114,,,,,,,,,
Ba4SrCo,Ba4SrCo,Metal,Non-Ferrous,3.946,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64828,,,,,,,,,
Ba4YTe,Ba4YTe,Metal,Non-Ferrous,4.631,,,,,,,,,2.987950138504155,,,JARVIS dft_3d (scraped),,JVASP-64630,,,,,,,,,
KNaLi2S2O8,KNaLi2S2O8,Ceramic,Oxide,2.479,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98194,,,,,,,,,
Li5Ti2Co5O12,Li5Ti2Co5O12,Ceramic,Oxide,4.845,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48172,,,,,,,,,
BeCo4Os,BeCo4Os,Metal,Non-Ferrous,10.373,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64963,,,,,,,,,
CaAsH5O6,CaAsH5O6,Ceramic,Oxide,2.516,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-49954,,,,,,,,,
Ba5Ga5Pb,Ba5Ga5Pb,Metal,Non-Ferrous,5.915,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98575,,,,,,,,,
Li2ZnGe,Li2ZnGe,Metal,Non-Ferrous,3.841,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86213,,,,,,,,,
Ba4BeHg,Ba4BeHg,Metal,Non-Ferrous,5.011,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64214,,,,,,,,,
Ba4CoMo,Ba4CoMo,Metal,Non-Ferrous,5.092,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64033,,,,,,,,,
Ba4InPd,Ba4InPd,Metal,Non-Ferrous,5.381,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63943,,,,,,,,,
Ba2UFeO6,Ba2UFeO6,Ceramic,Oxide,7.87,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107792,,,,,,,,,
BeCrPd,BeCrPd,Metal,Non-Ferrous,8.029,,,,,,,,,270.1157148424532,,,JARVIS dft_3d (scraped),,JVASP-65117,,,,,,,,,
BeVCu4,BeVCu4,Metal,Non-Ferrous,6.856,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65083,,,,,,,,,
La2Mn2Se2O3,La2Mn2Se2O3,Ceramic,Oxide,6.123,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89907,,,,,,,,,
BeCuBi4,BeCuBi4,Metal,Non-Ferrous,7.979,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64922,,,,,,,,,
CaH12I2O14,CaH12I2O14,Ceramic,Oxide,3.238,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98626,,,,,,,,,
Ba4YSb,Ba4YSb,Metal,Non-Ferrous,4.773,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64561,,,,,,,,,
Ba4NbTe,Ba4NbTe,Metal,Non-Ferrous,5.137,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64763,,,,,,,,,
Ba4WBr,Ba4WBr,Metal,Non-Ferrous,5.451,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63990,,,,,,,,,
Ta4BeTc,Ta4BeTc,Metal,Non-Ferrous,12.969,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65037,,,,,,,,,
BaScBr,BaScBr,Metal,Non-Ferrous,3.136,,,,,,,,,-222.2970936490851,,,JARVIS dft_3d (scraped),,JVASP-64119,,,,,,,,,
Li2Co3SnO8,Li2Co3SnO8,Ceramic,Oxide,5.138,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-46857,,,,,,,,,
IBr,IBr,Unknown,,4.645,,,,,,,,,19.04132038834952,,,JARVIS dft_3d (scraped),,JVASP-2029,,,,,,,,,
Ba4MgTa,Ba4MgTa,Metal,Non-Ferrous,5.029,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64347,,,,,,,,,
KSn2Se4,KSn2Se4,Metal,Non-Ferrous,4.266,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97819,,,,,,,,,
CeCoGe3,CeCoGe3,Metal,Non-Ferrous,7.563,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97688,,,,,,,,,
Ba4SnBr,Ba4SnBr,Metal,Non-Ferrous,4.927,,,,,,,,,-6.477101516919487,,,JARVIS dft_3d (scraped),,JVASP-64289,,,,,,,,,
K2CuH8C4O12,K2CuH8C4O12,Ceramic,Oxide,2.253,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98842,,,,,,,,,
Ba4HfGe,Ba4HfGe,Metal,Non-Ferrous,5.54,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63945,,,,,,,,,
Ba4BiW,Ba4BiW,Metal,Non-Ferrous,6.526,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64035,,,,,,,,,
LuNiGe2,LuNiGe2,Metal,Non-Ferrous,9.181,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97512,,,,,,,,,
Ba4MgPb,Ba4MgPb,Metal,Non-Ferrous,4.867,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64215,,,,,,,,,
LiErP4O12,LiErP4O12,Ceramic,Oxide,3.731,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98243,,,,,,,,,
PbI2,PbI2,Metal,Non-Ferrous,5.932,,,,,,,,,16.662053571428572,,,JARVIS dft_3d (scraped),,JVASP-161,,,,,,,,,
Ni23B6,Ni23B6,Ceramic,Boride,8.336,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97351,,,,,,,,,
Ba4ZrTa,Ba4ZrTa,Metal,Non-Ferrous,6.232,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63991,,,,,,,,,
Ba4HfSe,Ba4HfSe,Metal,Non-Ferrous,5.464,,,,,,,,,8.52127659574468,,,JARVIS dft_3d (scraped),,JVASP-64484,,,,,,,,,
BaSr2Ga,BaSr2Ga,Metal,Non-Ferrous,4.103,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64631,,,,,,,,,
BiB3O6,BiB3O6,Ceramic,Oxide,6.117,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97869,,,,,,,,,
Ba4MgSn,Ba4MgSn,Metal,Non-Ferrous,4.388,,,,,,,,,3.046803519061584,,,JARVIS dft_3d (scraped),,JVASP-64700,,,,,,,,,
Eu2PI,Eu2PI,Ceramic,Mixed,6.895,,,,,,,,,77.7373237358836,,,JARVIS dft_3d (scraped),,JVASP-86855,,,,,,,,,
HgO,HgO,Ceramic,Oxide,10.462,,,,,,,,,39.69074471722629,,,JARVIS dft_3d (scraped),,JVASP-2133,,,,,,,,,
YMg7,YMg7,Metal,Non-Ferrous,2.173,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91705,,,,,,,,,
Ba4MgNi,Ba4MgNi,Metal,Superalloy,4.149,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64120,,,,,,,,,
Ba4SrNi,Ba4SrNi,Metal,Superalloy,3.417,,,,,,,,,73.59175692120475,,,JARVIS dft_3d (scraped),,JVASP-64564,,,,,,,,,
UCoO4,UCoO4,Ceramic,Oxide,8.31,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89044,,,,,,,,,
Ba4NiW,Ba4NiW,Metal,Superalloy,5.295,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64764,,,,,,,,,
AgC2N3,AgC2N3,Ceramic,Nitride,3.391,,,,,,,,,17.95859351546082,,,JARVIS dft_3d (scraped),,JVASP-85471,,,,,,,,,
Be2ReSi,Be2ReSi,Ceramic,Mixed,8.338,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65038,,,,,,,,,
CoH2SO5,CoH2SO5,Ceramic,Oxide,3.272,,,,,,,,,81.07442046597387,,,JARVIS dft_3d (scraped),,JVASP-85671,,,,,,,,,
Mn3FeP4,Mn3FeP4,Ceramic,Mixed,5.979,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107750,,,,,,,,,
BeMo4Pd,BeMo4Pd,Metal,Non-Ferrous,8.594,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65118,,,,,,,,,
BeGe4Ir,BeGe4Ir,Metal,Non-Ferrous,7.62,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64964,,,,,,,,,
BaCaBi,BaCaBi,Metal,Non-Ferrous,4.824,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64351,,,,,,,,,
YBeCu4,YBeCu4,Metal,Non-Ferrous,6.739,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65085,,,,,,,,,
PuNi3,PuNi3,Metal,Non-Ferrous,12.921,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85567,,,,,,,,,
Ba4MgGa,Ba4MgGa,Metal,Non-Ferrous,4.014,,,,,,,,,2.2873702422145326,,,JARVIS dft_3d (scraped),,JVASP-64402,,,,,,,,,
GaBr2,GaBr2,Metal,Non-Ferrous,4.071,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-5509,,,,,,,,,
Li3VO3F2,Li3VO3F2,Ceramic,Oxide,2.625,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42812,,,,,,,,,
LiMn2P2O8,LiMn2P2O8,Ceramic,Oxide,3.5,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42633,,,,,,,,,
Pr2Fe17,Pr2Fe17,Metal,Ferrous,8.227,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87115,,,,,,,,,
Ba4CaCo,Ba4CaCo,Metal,Non-Ferrous,4.028,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64157,,,,,,,,,
Ba4SeCl,Ba4SeCl,Ceramic,Mixed,4.613,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64295,,,,,,,,,
BaLi4,BaLi4,Metal,Non-Ferrous,1.891,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98010,,,,,,,,,
Li3CuF6,Li3CuF6,Ceramic,Mixed,3.406,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50769,,,,,,,,,
Li2Fe5O5F7,Li2Fe5O5F7,Ceramic,Oxide,4.326,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42547,,,,,,,,,
LuAg4,LuAg4,Metal,Non-Ferrous,10.74,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86786,,,,,,,,,
TlZn2Sb2,TlZn2Sb2,Metal,Non-Ferrous,7.095,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98373,,,,,,,,,
KBaCr,KBaCr,Metal,Non-Ferrous,2.614,,,,,,,,,-15.932804811372332,,,JARVIS dft_3d (scraped),,JVASP-64830,,,,,,,,,
KMg6Nb,KMg6Nb,Metal,Non-Ferrous,2.354,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90450,,,,,,,,,
Cs2PdI6,Cs2PdI6,Metal,Non-Ferrous,5.208,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-22650,,,,,,,,,
Ba4TiZn,Ba4TiZn,Metal,Non-Ferrous,4.385,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64703,,,,,,,,,
Y3RuI3,Y3RuI3,Metal,Non-Ferrous,5.586,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88569,,,,,,,,,
Ba4NbSe,Ba4NbSe,Metal,Non-Ferrous,4.974,,,,,,,,,4.487384902143523,,,JARVIS dft_3d (scraped),,JVASP-64076,,,,,,,,,
Ba4ScRh,Ba4ScRh,Metal,Non-Ferrous,4.943,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64123,,,,,,,,,
Ba4YTa,Ba4YTa,Metal,Non-Ferrous,5.497,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63949,,,,,,,,,
Ba4BeZn,Ba4BeZn,Metal,Non-Ferrous,4.083,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64216,,,,,,,,,
Mg3V6Fe4O24,Mg3V6Fe4O24,Ceramic,Oxide,3.746,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97595,,,,,,,,,
Ba4TlIn,Ba4TlIn,Metal,Non-Ferrous,5.535,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64490,,,,,,,,,
Ba4HfTe,Ba4HfTe,Metal,Non-Ferrous,5.618,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64633,,,,,,,,,
MnNiAs,MnNiAs,Metal,Non-Ferrous,7.718,,,,,,,,,120.45503139013454,,,JARVIS dft_3d (scraped),,JVASP-89981,,,,,,,,,
Ba2HfO4,Ba2HfO4,Ceramic,Oxide,7.247,,,,,,,,,164.93029128979418,,,JARVIS dft_3d (scraped),,JVASP-49782,,,,,,,,,
Si2Ag6O7,Si2Ag6O7,Ceramic,Oxide,6.252,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97446,,,,,,,,,
NbFeF6,NbFeF6,Ceramic,Mixed,3.842,,,,,,,,,57.128250641574,,,JARVIS dft_3d (scraped),,JVASP-85931,,,,,,,,,
Sc4TaBe,Sc4TaBe,Metal,Non-Ferrous,5.019,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65119,,,,,,,,,
HfBeFe4,HfBeFe4,Metal,Ferrous,9.152,,,,,,,,,187.07883908866137,,,JARVIS dft_3d (scraped),,JVASP-64887,,,,,,,,,
MoCl3,MoCl3,Ceramic,Mixed,3.766,,,,,,,,,55.23870330181367,,,JARVIS dft_3d (scraped),,JVASP-86106,,,,,,,,,
LuSi2Cu2,LuSi2Cu2,Ceramic,Mixed,7.682,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86510,,,,,,,,,
Li2Te,Li2Te,Metal,Non-Ferrous,3.457,,,,,,,,,47.43197458552566,,,JARVIS dft_3d (scraped),,JVASP-1399,,,,,,,,,
MgBe2Br,MgBe2Br,Metal,Non-Ferrous,2.887,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64923,,,,,,,,,
HoSnAu,HoSnAu,Metal,Non-Ferrous,11.335,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86162,,,,,,,,,
Na2Nb4O11,Na2Nb4O11,Ceramic,Oxide,4.64,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97397,,,,,,,,,
Ba4MgTl,Ba4MgTl,Metal,Non-Ferrous,4.753,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64352,,,,,,,,,
Ba4TlGa,Ba4TlGa,Metal,Non-Ferrous,5.345,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64835,,,,,,,,,
LiY3WO8,LiY3WO8,Ceramic,Oxide,5.004,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48660,,,,,,,,,
Be2VMo,Be2VMo,Metal,Non-Ferrous,5.567,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65087,,,,,,,,,
BeNb4Pd,BeNb4Pd,Metal,Non-Ferrous,7.549,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64965,,,,,,,,,
ClF3,ClF3,Ceramic,Non-Oxide,2.649,,,,,,,,,12.5954165150964,,,JARVIS dft_3d (scraped),,JVASP-22588,,,,,,,,,
Ba2TlCr,Ba2TlCr,Metal,Non-Ferrous,5.969,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64217,,,,,,,,,
MoCl3O,MoCl3O,Ceramic,Oxide,3.171,,,,,,,,,21.341755684822843,,,JARVIS dft_3d (scraped),,JVASP-32220,,,,,,,,,
Ba4MnSn,Ba4MnSn,Metal,Non-Ferrous,4.993,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64077,,,,,,,,,
Ba4CdPb,Ba4CdPb,Metal,Non-Ferrous,5.563,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64159,,,,,,,,,
Ba4MnGe,Ba4MnGe,Metal,Non-Ferrous,4.619,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63950,,,,,,,,,
Ba4TlSi,Ba4TlSi,Ceramic,Mixed,5.315,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64124,,,,,,,,,
Na2Si2O5,Na2Si2O5,Ceramic,Oxide,2.576,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97820,,,,,,,,,
B5Mo2,B5Mo2,Ceramic,Boride,6.901,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86980,,,,,,,,,
BeCu4Pt,BeCu4Pt,Metal,Non-Ferrous,10.069,,,,,,,,,94.52211166001779,,,JARVIS dft_3d (scraped),,JVASP-64998,,,,,,,,,
InH7N2OF4,InH7N2OF4,Ceramic,Oxide,2.974,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97936,,,,,,,,,
Ba4InGe,Ba4InGe,Metal,Non-Ferrous,4.973,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64491,,,,,,,,,
Ba4CrSb,Ba4CrSb,Metal,Non-Ferrous,4.686,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64635,,,,,,,,,
BaNaMg,BaNaMg,Metal,Non-Ferrous,2.055,,,,,,,,,-29.091733604473824,,,JARVIS dft_3d (scraped),,JVASP-64767,,,,,,,,,
BaCaTe,BaCaTe,Metal,Non-Ferrous,3.594,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63992,,,,,,,,,
KBaCl,KBaCl,Ceramic,Mixed,2.263,,,,,,,,,380.43089700996666,,,JARVIS dft_3d (scraped),,JVASP-64565,,,,,,,,,
Sr5In3,Sr5In3,Metal,Non-Ferrous,4.201,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86909,,,,,,,,,
KCeGeSe4,KCeGeSe4,Metal,Non-Ferrous,4.553,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98011,,,,,,,,,
BaCaY,BaCaY,Metal,Non-Ferrous,3.304,,,,,,,,,3.9042382008235665,,,JARVIS dft_3d (scraped),,JVASP-64036,,,,,,,,,
Nd3SeBrN2,Nd3SeBrN2,Ceramic,Nitride,5.966,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98577,,,,,,,,,
Li3Nd3W2O12,Li3Nd3W2O12,Ceramic,Oxide,6.837,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97639,,,,,,,,,
